branch_id,raw_branch_name,raw_country,raw_local_currency,report_date,total_transactions,total_debit_local,total_credit_local,new_accounts_opened,loan_applications,atm_downtime_minutes,raw_staff_count,net_inflow_outflow
102,  Ikeja GRA Lagos  ,Nigeria, Ngn ,6/26/2025,892,3210818.88,1888794.52,7,7,5,4,233682.81
102,ikeja gra lagos,Nigeria,NGN,25-Jun-25,700,4128083.99,4551468.81,9,10,65,17,-118326.84
102,  Ikeja GRA Lagos  ,Nigeria, Ngn ,6/24/2025,168,531100.39,4441933.58,4,6,90,18,59708.06
102,ikeja gra lagos,Nigeria, Ngn ,23/06/2025,720,540157.09,2472267.84,13,4,15,5,283196.46
102,ikeja gra lagos,Nigeria,Ngn,6/22/2025,151,4905592.21,1868308.04,11,0,5,16,-6882.99
102,Ikeja GRA Lagos,Nigeria,NGN,6/21/2025,728,1099923.79,3215489.95,0,0,90,14,-29501.77
102,ikeja gra lagos,Nigeria,NGN,6/20/2025,899,3837529.01,1075428.98,6,3,45,14,342058
102,ikeja gra lagos,Nigeria,ngn,6/19/2025,603,1290738.27,913760.75,0,2,0,4,50769.6
102,IKEJA GRA LAGOS,Nigeria,ngn,6/18/2025,321,309375.14,3721504.38,3,1,15,19,113792.65
102,IKEJA GRA LAGOS,Nigeria, Ngn ,17-Jun-25,565,1146671.29,3094778.84,9,7,15,24,474818.33
102,Ikeja GRA Lagos,Nigeria, Ngn ,6/16/2025,752,584411.06,3576386.51,14,1,120,6,25478.27
102,  Ikeja GRA Lagos  ,Nigeria,Ngn,6/15/2025,440,4973407.39,2676256.35,14,8,0,23,101139.53
102,ikeja gra lagos,Nigeria, Ngn ,6/14/2025,512,4446050.56,2098377.18,14,6,65,17,310728.76
102,  Ikeja GRA Lagos  ,Nigeria,Ngn,13-Jun-25,206,3449764.13,2397626.03,2,1,5,6,102313.56
102,IKEJA GRA LAGOS,Nigeria,Ngn,12-Jun-25,736,655044.86,1800310.49,13,0,45,13,220287.06
102,ikeja gra lagos,Nigeria,ngn,11-Jun-25,722,2436837.51,4244010.5,11,8,0,15,-119580.28
102,Ikeja GRA Lagos,Nigeria,NGN,10-Jun-25,673,4648967.24,4155830.91,8,0,15,9,-8710.73
102,  Ikeja GRA Lagos  ,Nigeria,NGN,9-Jun-25,235,4355820.4,2853289.42,12,1,90,8,318678.34
102,ikeja gra lagos,Nigeria, Ngn ,6/8/2025,479,2295546.66,829175.92,9,5,0,22,217356.64
102,IKEJA GRA LAGOS,Nigeria,NGN,6/7/2025,328,2243409.22,2148873.13,14,6,0,12,-49101.72
102,IKEJA GRA LAGOS,Nigeria,Ngn,6/6/2025,744,3408506.96,2458832.13,9,0,5,11,76684.38
102,  Ikeja GRA Lagos  ,Nigeria,ngn,6/5/2025,835,729312.29,1314821.54,10,1,0,4,148169.73
102,Ikeja GRA Lagos,Nigeria,ngn,4/6/2025,562,2815681.66,3356838.45,11,1,0,16,403235.05
102,Ikeja GRA Lagos,Nigeria,NGN,6/3/2025,370,2900007.85,2888328.42,13,4,5,7,83522.61
102,Ikeja GRA Lagos,Nigeria,Ngn,2-Jun-25,140,2211723.31,574022.51,13,9,0,16,166773.78
102,  Ikeja GRA Lagos  ,Nigeria,ngn,1/6/2025,391,3906633.45,428077.92,3,8,65,20,-64267.41
102,ikeja gra lagos,Nigeria,ngn,31-May-25,155,774898.88,1026495.42,4,10,5,6,-75997.71
102,Ikeja GRA Lagos,Nigeria,Ngn,30/05/2025,692,1614887.53,2226825.94,15,7,5,24,11974.3
102,  Ikeja GRA Lagos  ,Nigeria,NGN,29-May-25,367,2335625.31,236155.87,11,4,15,6,251266.53
102,Ikeja GRA Lagos,Nigeria, Ngn ,5/28/2025,644,2793866.04,3969498.1,1,7,15,22,256286.22
102,ikeja gra lagos,Nigeria,NGN,27-May-25,511,562334.29,4500677.83,10,1,15,20,252288.96
102,Ikeja GRA Lagos,Nigeria, Ngn ,5/26/2025,586,2637602.77,835793.73,11,4,0,16,86138.58
102,IKEJA GRA LAGOS,Nigeria,Ngn,25-May-25,117,1681969.24,2811917.9,12,4,30,12,306613.56
102,ikeja gra lagos,Nigeria,Ngn,5/24/2025,367,4840097.71,3507475.82,12,2,5,23,296183.81
102,Ikeja GRA Lagos,Nigeria,Ngn,5/23/2025,882,682579.13,3529012.82,2,10,5,25,96384.46
102,  Ikeja GRA Lagos  ,Nigeria,ngn,22-May-25,269,1741575.11,3842473.23,6,3,0,8,-91538.38
102,IKEJA GRA LAGOS,Nigeria,NGN,21-May-25,727,1716983.64,3843222.64,4,9,45,16,-92023.07
102,ikeja gra lagos,Nigeria, Ngn ,5/20/2025,94,2083750.13,3397996.46,7,7,45,23,-550.45
102,ikeja gra lagos,Nigeria,Ngn,19/05/2025,878,3932632.69,4524672.97,6,5,0,25,462991.12
102,  Ikeja GRA Lagos  ,Nigeria, Ngn ,18/05/2025,564,2660925.95,4833027.36,6,9,5,8,411101.34
102,  Ikeja GRA Lagos  ,Nigeria,NGN,5/17/2025,778,4237166.77,4263271.94,9,1,15,9,-9046.09
102,IKEJA GRA LAGOS,Nigeria,ngn,5/16/2025,886,2283083.55,1780446.14,0,6,45,5,77517.78
102,IKEJA GRA LAGOS,Nigeria,Ngn,15-May-25,279,189528.35,4657588.23,10,2,0,8,-173187.77
102,ikeja gra lagos,Nigeria, Ngn ,14/05/2025,509,3095973.87,4533994.57,0,4,30,10,384474.17
102,  Ikeja GRA Lagos  ,Nigeria,ngn,13/05/2025,358,653149.31,1230275.54,14,1,0,7,385681.4
102,IKEJA GRA LAGOS,Nigeria,ngn,12/5/2025,785,760705.36,2174732.52,11,3,15,22,91597.32
102,  Ikeja GRA Lagos  ,Nigeria,NGN,5/11/2025,588,2743205.7,3942741.06,0,6,15,19,-169525.9
102,  Ikeja GRA Lagos  ,Nigeria,NGN,10/5/2025,415,3953174.08,1756772.34,3,9,120,14,-106613.29
102,ikeja gra lagos,Nigeria, Ngn ,9-May-25,762,2418729.3,952276.09,4,1,15,18,-174111.35
102,ikeja gra lagos,Nigeria,NGN,5/8/2025,373,4670186.35,2601148.77,15,4,0,5,327303.64
102,IKEJA GRA LAGOS,Nigeria,Ngn,5/7/2025,329,666151.29,1871694.91,12,7,0,16,37325.64
102,Ikeja GRA Lagos,Nigeria,Ngn,5/6/2025,866,2620415.47,4015683.03,13,1,5,17,221717.31
102,  Ikeja GRA Lagos  ,Nigeria,NGN,5/5/2025,131,1673203.53,1513417.75,14,9,15,17,-83348.66
102,IKEJA GRA LAGOS,Nigeria,Ngn,4/5/2025,679,4990845.46,1409049.03,1,1,5,25,246258.78
102,ikeja gra lagos,Nigeria,NGN,3-May-25,196,4250913.08,3406539.92,14,0,15,8,-152936.65
102,IKEJA GRA LAGOS,Nigeria,ngn,2-May-25,745,2277116.72,1886274.31,14,1,5,22,-103613.42
102,  Ikeja GRA Lagos  ,Nigeria,ngn,1-May-25,166,178271.04,970937.84,12,8,5,7,-16756.33
102,ikeja gra lagos,Nigeria,Ngn,30-Apr-25,760,4586570.6,2481440.97,3,2,30,6,116429.88
102,  Ikeja GRA Lagos  ,Nigeria,Ngn,29/04/2025,776,371448.44,2733748.24,9,2,120,24,-78136.29
102,IKEJA GRA LAGOS,Nigeria,ngn,28-Apr-25,861,737440.52,3962346.65,0,5,15,21,200594.18
102,ikeja gra lagos,Nigeria,NGN,27/04/2025,117,1580989.05,4997995.47,15,8,45,17,338415.19
102,  Ikeja GRA Lagos  ,Nigeria,NGN,4/26/2025,510,2355874.34,2610932.06,4,8,0,24,211450.19
102,IKEJA GRA LAGOS,Nigeria,NGN,4/25/2025,580,807426.56,865052.55,10,3,5,15,463238.2
102,  Ikeja GRA Lagos  ,Nigeria,ngn,24-Apr-25,700,4783940.55,1408532.61,9,9,45,21,-134600.12
102,ikeja gra lagos,Nigeria,ngn,4/23/2025,724,3141171.98,4514904.42,10,9,15,5,377665.39
102,  Ikeja GRA Lagos  ,Nigeria,ngn,4/22/2025,835,2882079.15,3109636.71,0,7,0,24,181904.24
102,Ikeja GRA Lagos,Nigeria,Ngn,21-Apr-25,514,411216.48,346569.51,14,6,5,19,125109.51
102,  Ikeja GRA Lagos  ,Nigeria,Ngn,20-Apr-25,801,4940715.68,1759584.28,12,2,15,15,160486.09
102,Ikeja GRA Lagos,Nigeria,NGN,4/19/2025,323,2275500.26,747344.29,1,4,5,16,404914.7
102,ikeja gra lagos,Nigeria,Ngn,18/04/2025,641,3619585.72,989678.8,5,7,0,20,126770.58
102,IKEJA GRA LAGOS,Nigeria, Ngn ,17-Apr-25,567,2313291.68,1241606.77,11,0,5,5,-3050.56
102,IKEJA GRA LAGOS,Nigeria,NGN,16/04/2025,491,712977.97,1359140.85,11,6,0,15,-168330.32
102,ikeja gra lagos,Nigeria,Ngn,4/15/2025,616,1478578.4,1962426.68,14,8,15,12,377717.92
102,IKEJA GRA LAGOS,Nigeria, Ngn ,4/14/2025,432,3984741.28,1728472.23,11,2,0,10,221724.07
102,IKEJA GRA LAGOS,Nigeria,NGN,13/04/2025,190,3582279.64,4029630.98,14,2,15,23,425192.18
102,  Ikeja GRA Lagos  ,Nigeria,ngn,4/12/2025,452,4953547.9,3709630.83,9,9,5,14,155120.49
102,  Ikeja GRA Lagos  ,Nigeria, Ngn ,11/4/2025,885,132352.93,1689635.99,3,6,30,22,15374.48
102,  Ikeja GRA Lagos  ,Nigeria,ngn,4/10/2025,788,304208.07,2428221.48,12,2,15,25,-30462.41
102,Ikeja GRA Lagos,Nigeria,Ngn,4/9/2025,478,799584.73,3467976.29,13,8,0,23,444364.66
102,ikeja gra lagos,Nigeria,Ngn,4/8/2025,728,2417936.37,1915282.64,5,7,30,21,39628.91
102,  Ikeja GRA Lagos  ,Nigeria, Ngn ,7-Apr-25,246,4788820.11,1431081.66,9,3,30,13,339821.99
102,Ikeja GRA Lagos,Nigeria,Ngn,4/6/2025,541,1776575.71,4671816.86,8,4,30,7,201433.76
102,Ikeja GRA Lagos,Nigeria,Ngn,5/4/2025,841,4032848.38,1487740.63,9,1,65,15,446806.74
102,ikeja gra lagos,Nigeria,ngn,4-Apr-25,897,2715960.72,4668468.47,8,2,30,7,230973.92
102,ikeja gra lagos,Nigeria,ngn,4/3/2025,103,545979.9,1684953.44,15,1,0,25,339536.24
102,ikeja gra lagos,Nigeria, Ngn ,4/2/2025,718,4678408.89,4398078.13,15,10,90,10,329137.74
103,ABUJA CENTRAL,Nigeria,NGN,30-Jun-25,717,2891960.1,2699003.77,1,2,5,17,417571.48
103,ABUJA CENTRAL,Nigeria, Ngn ,6/29/2025,856,2502150.29,4686213.29,9,0,90,4,8874.55
103,  Abuja Central  ,Nigeria,Ngn,6/28/2025,515,4946042.38,2739337.39,15,2,90,20,127614.54
103,  Abuja Central  ,Nigeria,ngn,6/27/2025,798,2321626.63,1323461.16,5,0,45,14,353537.37
103,Abuja Central,Nigeria, Ngn ,6/26/2025,577,1673236.96,2034124.57,3,2,0,8,134217.87
103,Abuja Central,Nigeria,ngn,6/25/2025,507,3781095.43,4772472.37,9,9,0,22,-191994.99
103,ABUJA CENTRAL,Nigeria,NGN,24-Jun-25,526,1568691.39,2056812.23,9,1,30,24,441291.27
103,abuja central,Nigeria,ngn,23-Jun-25,186,2417000.4,2302144.43,11,6,5,21,438957.82
103,ABUJA CENTRAL,Nigeria, Ngn ,6/22/2025,590,3533642.32,436608.47,3,0,45,21,432021.71
103,abuja central,Nigeria,ngn,6/21/2025,385,4279705.74,2237110.74,6,9,15,19,-136340.85
103,Abuja Central,Nigeria,ngn,20/06/2025,575,2106351.64,2841360.37,14,10,45,13,306296.06
103,ABUJA CENTRAL,Nigeria,ngn,19/06/2025,642,411496.15,2147302.05,2,8,0,5,454207.96
103,Abuja Central,Nigeria,NGN,6/18/2025,343,2073891.33,3856411.71,13,5,120,16,113975.99
103,abuja central,Nigeria,Ngn,17/06/2025,171,933444.46,2709429.51,4,3,5,4,329325.59
103,Abuja Central,Nigeria, Ngn ,16-Jun-25,893,1186837.13,2330095.13,4,4,5,10,456187.25
103,Abuja Central,Nigeria,NGN,6/15/2025,296,1070104.03,549438.73,1,7,0,23,270416.55
103,ABUJA CENTRAL,Nigeria, Ngn ,6/14/2025,499,1209979.43,1125482.59,1,2,0,20,495438.41
103,  Abuja Central  ,Nigeria,Ngn,6/13/2025,292,1543733.95,759139.15,7,6,45,13,-7392.26
103,Abuja Central,Nigeria, Ngn ,6/12/2025,98,4862836.66,4710852.73,12,8,15,14,287415.89
103,Abuja Central,Nigeria,ngn,11/6/2025,822,2712744.91,1242792.54,7,4,0,8,364043.31
103,Abuja Central,Nigeria,ngn,6/10/2025,447,1252149.65,1056516.83,2,7,15,15,-135275.2
103,Abuja Central,Nigeria,NGN,6/9/2025,124,981408.3,3820397.27,6,7,0,10,408631.7
103,ABUJA CENTRAL,Nigeria,ngn,8-Jun-25,244,4812283.9,630715.19,15,3,5,23,292638.01
103,  Abuja Central  ,Nigeria,Ngn,7/6/2025,439,2357939.78,3261170.63,9,4,65,15,158971.58
103,Abuja Central,Nigeria,Ngn,6/6/2025,258,1884989.36,2098954.34,7,2,5,4,-17458.12
103,abuja central,Nigeria,Ngn,5/6/2025,285,1930206.88,4175145.44,15,8,0,24,460425.18
103,Abuja Central,Nigeria, Ngn ,4-Jun-25,521,882756.55,3985128.8,5,2,0,21,141821.42
103,ABUJA CENTRAL,Nigeria,NGN,6/3/2025,832,81599.93,730583.08,7,1,15,8,-193600.98
103,Abuja Central,Nigeria, Ngn ,2/6/2025,66,82731.17,2780635.63,0,0,5,20,305534.91
103,Abuja Central,Nigeria,ngn,1-Jun-25,159,4594341.78,2645707.74,7,3,0,23,168519.19
103,Abuja Central,Nigeria,NGN,31-May-25,432,4798524.08,2322038.84,7,3,0,13,278829.14
103,ABUJA CENTRAL,Nigeria,NGN,5/30/2025,465,1927356.91,2785872.13,1,10,30,4,291991.61
103,Abuja Central,Nigeria,Ngn,5/29/2025,629,4887779.66,4870506.74,1,3,5,10,430891.07
103,ABUJA CENTRAL,Nigeria,Ngn,28/05/2025,606,2839373.83,212863.81,10,0,0,10,210925.27
103,  Abuja Central  ,Nigeria,ngn,27/05/2025,627,1240337.36,4181520.27,12,10,90,21,32210.89
103,ABUJA CENTRAL,Nigeria,Ngn,5/26/2025,104,533544.65,1199112.82,2,5,45,23,338303.96
103,  Abuja Central  ,Nigeria,NGN,25/05/2025,699,1402968.79,4963300.1,15,3,90,15,187126.41
103,Abuja Central,Nigeria,NGN,24/05/2025,840,3112148.66,4000373.11,2,1,5,12,-92045.33
103,  Abuja Central  ,Nigeria,Ngn,5/23/2025,159,503026.12,4717653.13,14,5,30,12,-128438.01
103,Abuja Central,Nigeria, Ngn ,5/22/2025,155,179996.42,1801875.72,2,9,0,23,349107.11
103,Abuja Central,Nigeria, Ngn ,21/05/2025,847,469262.61,4510623.42,7,9,0,20,-81291.95
103,  Abuja Central  ,Nigeria,Ngn,20/05/2025,324,2490963.51,363172.39,13,4,0,17,9826.58
103,abuja central,Nigeria, Ngn ,5/19/2025,658,3102510.52,2316415.08,4,4,5,4,464176.42
103,Abuja Central,Nigeria,Ngn,18-May-25,500,1706944.31,4086603.58,4,4,45,14,222247.89
103,abuja central,Nigeria, Ngn ,5/17/2025,376,1492668.35,3490040.95,15,9,5,11,28120.37
103,Abuja Central,Nigeria,Ngn,16-May-25,166,4663732.41,1039010.24,5,10,45,21,-181158.72
103,abuja central,Nigeria, Ngn ,15/05/2025,866,1492089.48,3479534.63,13,10,90,19,-102574.61
103,abuja central,Nigeria, Ngn ,14-May-25,858,1916104.55,2272880.27,15,9,0,16,174057.18
103,  Abuja Central  ,Nigeria,NGN,13/05/2025,161,3856322.54,3305128.14,11,2,15,24,228874.53
103,  Abuja Central  ,Nigeria, Ngn ,12/5/2025,158,102211.48,1330754.93,7,7,90,15,73793.92
103,ABUJA CENTRAL,Nigeria, Ngn ,5/11/2025,157,1512389.49,4606710.35,2,1,5,8,43830.06
103,abuja central,Nigeria, Ngn ,10-May-25,406,2407004.53,2218921.39,14,5,5,6,10184.86
103,  Abuja Central  ,Nigeria,NGN,5/9/2025,743,4010248.12,4653116.11,7,8,0,9,186337.2
103,Abuja Central,Nigeria,ngn,8-May-25,866,2054984.81,963036.29,13,6,15,4,316171.86
103,Abuja Central,Nigeria, Ngn ,5/7/2025,54,3538441.3,1068633.17,2,9,5,7,359651.65
103,abuja central,Nigeria, Ngn ,5/6/2025,166,1348649.31,4320050.91,10,9,5,16,227915.89
